opportunity_id,account_name,segment,region,product,lead_source,owner,created_date,close_date,stage,amount,sales_cycle_days,close_date_pushed,loss_reason,lost_at_stage,is_won,is_closed
OPP-105582,Horizon Technologies,SMB,AMER,Platform Core,Inbound - Website,Sofia Moreau,2023-12-15,2024-01-04,Closed Won,13500.0,20,False,,,True,True
OPP-104588,Quantum Foods,SMB,AMER,Platform Core,Inbound - Website,Noah Bianchi,2023-12-15,2024-02-05,Closed Won,5000.0,52,False,,,True,True
OPP-102522,Ironclad Robotics,Mid-Market,EMEA,Analytics Add-on,Inbound - Website,Ava Larsen,2023-12-16,2024-02-09,Closed Won,43500.0,55,False,,,True,True
OPP-105478,Falcon Foods,Mid-Market,EMEA,API Enterprise,Event / Conference,Ava Larsen,2023-12-16,2024-07-24,Closed Lost,27000.0,221,False,Timing / Budget Cycle,Proposal,False,True
OPP-103768,Vantage Systems,SMB,AMER,Platform Core,Partner Referral,Oscar Chen,2023-12-16,2024-01-15,Closed Won,8000.0,30,False,,,True,True
OPP-103436,Vertex Robotics,SMB,AMER,Analytics Add-on,Event / Conference,Derek Wolf,2023-12-16,2024-02-13,Closed Won,25000.0,59,False,,,True,True
OPP-104781,Solstice Media,SMB,APAC,Platform Core,Partner Referral,Marco Silva,2023-12-16,2024-01-25,Closed Lost,9500.0,40,False,Timing / Budget Cycle,Prospecting,False,True
OPP-100196,Redwood Consulting,Mid-Market,EMEA,Security Suite,Customer Expansion,Ava Larsen,2023-12-16,2024-02-17,Closed Lost,29000.0,63,False,Price,Qualification,False,True
OPP-104125,Nimbus Consulting,Enterprise,AMER,Platform Core,Partner Referral,Derek Wolf,2023-12-16,2024-02-04,Closed Lost,335000.0,50,False,Chose Competitor,Qualification,False,True
OPP-105771,Horizon Energy,SMB,EMEA,API Enterprise,Inbound - Website,Kai Duarte,2023-12-16,2024-01-24,Closed Lost,18500.0,39,False,No Decision / Stalled,Prospecting,False,True
OPP-103926,Northwind Consulting,SMB,EMEA,Security Suite,Customer Expansion,Maya Novak,2023-12-16,2024-03-01,Closed Lost,5500.0,76,False,Chose Competitor,Prospecting,False,True
OPP-103879,Summit Systems,SMB,AMER,Platform Core,Event / Conference,Oscar Chen,2023-12-16,2024-02-01,Closed Lost,17500.0,47,False,No Decision / Stalled,Prospecting,False,True
OPP-100817,Quantum Robotics,Mid-Market,AMER,Platform Core,Outbound - SDR,Liam Petrov,2023-12-17,2024-02-19,Closed Won,31500.0,64,False,,,True,True
OPP-102785,Summit Energy,SMB,AMER,API Enterprise,Inbound - Website,Hana Alvarez,2023-12-17,2024-01-28,Closed Lost,12500.0,42,False,Missing Features,Prospecting,False,True
OPP-100708,Sterling Health,Mid-Market,EMEA,Platform Core,Customer Expansion,Jonas Keller,2023-12-17,2024-02-14,Closed Lost,70500.0,59,False,Missing Features,Prospecting,False,True
OPP-102239,Meridian Energy,Mid-Market,APAC,Platform Core,Event / Conference,Marco Silva,2023-12-17,2024-04-09,Closed Won,49000.0,114,False,,,True,True
OPP-104014,Sterling Robotics,SMB,AMER,Analytics Add-on,Partner Referral,Derek Wolf,2023-12-17,2024-02-13,Closed Won,12500.0,58,False,,,True,True
OPP-105803,Lumen Technologies,Mid-Market,EMEA,Security Suite,Inbound - Website,Maya Novak,2023-12-17,2024-06-01,Closed Won,59500.0,167,False,,,True,True
OPP-103460,Redwood Systems,SMB,AMER,Security Suite,Inbound - Website,Tomas Haas,2023-12-17,2024-01-30,Closed Won,9000.0,44,False,,,True,True
OPP-105113,Ironclad Analytics,Enterprise,AMER,API Enterprise,Outbound - SDR,Hana Alvarez,2023-12-17,2024-04-16,Closed Lost,247500.0,121,False,Chose Competitor,Prospecting,False,True
OPP-105833,Atlas Financial,SMB,EMEA,Platform Core,Partner Referral,Maya Novak,2023-12-17,2024-02-12,Closed Lost,17500.0,57,False,Price,Prospecting,False,True
OPP-100072,Keystone Insurance,Mid-Market,AMER,Analytics Add-on,Outbound - SDR,Hana Alvarez,2023-12-18,2024-05-13,Closed Lost,95500.0,147,False,Price,Prospecting,False,True
OPP-103760,Apex Robotics,SMB,AMER,Platform Core,Event / Conference,Tomas Haas,2023-12-18,2024-02-01,Closed Lost,10000.0,45,False,Chose Competitor,Qualification,False,True
OPP-105924,Vantage Robotics,SMB,AMER,Platform Core,Event / Conference,Nadia Vanags,2023-12-18,2024-01-21,Closed Lost,7500.0,34,False,Chose Competitor,Prospecting,False,True
OPP-105753,Vertex Insurance,SMB,EMEA,Platform Core,Outbound - SDR,Kai Duarte,2023-12-18,2024-01-23,Closed Lost,12000.0,36,False,No Decision / Stalled,Proposal,False,True
OPP-102755,Atlas Robotics,Mid-Market,AMER,Analytics Add-on,Inbound - Website,Hana Alvarez,2023-12-18,2024-03-10,Closed Lost,82500.0,83,False,Chose Competitor,Proposal,False,True
OPP-105342,Pinnacle Financial,SMB,EMEA,Platform Core,Outbound - SDR,Ruth Okafor,2023-12-18,2024-03-08,Closed Lost,11500.0,81,False,Missing Features,Prospecting,False,True
OPP-101929,Horizon Insurance,SMB,AMER,Platform Core,Outbound - SDR,Hana Alvarez,2023-12-18,2024-01-29,Closed Lost,17500.0,42,False,Timing / Budget Cycle,Qualification,False,True
OPP-104394,Pacific Consulting,Enterprise,AMER,Platform Core,Event / Conference,Hana Alvarez,2023-12-19,2024-04-27,Closed Lost,104000.0,130,False,Missing Features,Negotiation,False,True
OPP-101871,Horizon Media,Mid-Market,EMEA,Platform Core,Customer Expansion,Felix Lindqvist,2023-12-19,2024-02-18,Closed Lost,75500.0,61,False,Chose Competitor,Prospecting,False,True
OPP-102572,Northwind Financial,SMB,EMEA,Security Suite,Event / Conference,Jonas Keller,2023-12-19,2024-01-26,Closed Lost,13500.0,38,False,Missing Features,Prospecting,False,True
OPP-102564,Summit Media,SMB,EMEA,Platform Core,Outbound - SDR,Maya Novak,2023-12-19,2024-01-16,Closed Lost,11500.0,28,False,Price,Prospecting,False,True
OPP-101709,Cobalt Robotics,Enterprise,EMEA,Analytics Add-on,Inbound - Website,Maya Novak,2023-12-20,2024-04-02,Closed Lost,88000.0,104,False,Price,Prospecting,False,True
OPP-103021,Pacific Logistics,SMB,AMER,Analytics Add-on,Event / Conference,Sofia Moreau,2023-12-20,2024-01-05,Closed Lost,12500.0,16,False,No Decision / Stalled,Proposal,False,True
OPP-101786,Meridian Financial,SMB,EMEA,Security Suite,Inbound - Website,Kai Duarte,2023-12-20,2024-02-19,Closed Lost,5000.0,61,False,Missing Features,Prospecting,False,True
OPP-104645,Sterling Systems,SMB,EMEA,Security Suite,Inbound - Website,Kai Duarte,2023-12-21,2024-01-22,Closed Won,12500.0,32,False,,,True,True
OPP-100991,Horizon Media,SMB,APAC,Platform Core,Customer Expansion,Marco Silva,2023-12-21,2024-02-05,Closed Won,12000.0,46,False,,,True,True
OPP-104370,Nimbus Manufacturing,SMB,EMEA,Platform Core,Inbound - Website,Priya Kimura,2023-12-21,2024-01-25,Closed Lost,13000.0,35,False,Timing / Budget Cycle,Prospecting,False,True
OPP-103378,Meridian Energy,Enterprise,AMER,Platform Core,Outbound - SDR,Hana Alvarez,2023-12-21,2024-03-12,Closed Won,77000.0,82,False,,,True,True
OPP-103507,Apex Health,Mid-Market,EMEA,Security Suite,Outbound - SDR,Priya Kimura,2023-12-21,2024-02-11,Closed Lost,64000.0,52,False,Chose Competitor,Proposal,False,True
OPP-104222,Northwind Robotics,Mid-Market,EMEA,Analytics Add-on,Inbound - Website,Ines Osei,2023-12-21,2024-02-27,Closed Lost,49500.0,68,False,Missing Features,Qualification,False,True
OPP-101138,Vantage Insurance,Mid-Market,EMEA,Platform Core,Customer Expansion,Ava Larsen,2023-12-21,2024-03-03,Closed Lost,33500.0,73,False,No Decision / Stalled,Negotiation,False,True
OPP-100620,Granite Systems,SMB,APAC,Platform Core,Partner Referral,Ethan Sharma,2023-12-21,2024-02-03,Closed Lost,18000.0,44,False,No Decision / Stalled,Prospecting,False,True
OPP-103638,Solstice Analytics,Enterprise,AMER,Analytics Add-on,Outbound - SDR,Nadia Vanags,2023-12-22,2024-03-03,Closed Lost,215500.0,72,False,No Decision / Stalled,Prospecting,False,True
OPP-103593,Falcon Technologies,Enterprise,APAC,Platform Core,Inbound - Website,Marco Silva,2023-12-22,2024-04-24,Closed Lost,104000.0,124,False,Price,Proposal,False,True
OPP-104400,Pacific Consulting,SMB,EMEA,Platform Core,Customer Expansion,Kai Duarte,2023-12-22,2024-01-19,Closed Won,26500.0,28,False,,,True,True
OPP-105381,Quantum Systems,SMB,AMER,Analytics Add-on,Event / Conference,Derek Wolf,2023-12-22,2024-02-14,Closed Lost,11000.0,54,False,No Decision / Stalled,Prospecting,False,True
OPP-102384,Nimbus Financial,SMB,AMER,Platform Core,Inbound - Website,Tomas Haas,2023-12-23,2024-02-18,Closed Lost,7000.0,57,False,Price,Prospecting,False,True
OPP-102526,Solstice Logistics,Mid-Market,EMEA,Platform Core,Customer Expansion,Lena Berzins,2023-12-23,2024-03-11,Closed Lost,74500.0,79,False,Price,Prospecting,False,True
OPP-102458,Northwind Logistics,Mid-Market,AMER,Platform Core,Outbound - SDR,Hana Alvarez,2023-12-23,2024-06-28,Closed Won,59000.0,188,False,,,True,True
OPP-100149,Nimbus Logistics,Mid-Market,APAC,API Enterprise,Outbound - SDR,Marco Silva,2023-12-23,2024-02-19,Closed Lost,35500.0,58,False,Chose Competitor,Proposal,False,True
OPP-104603,Northwind Manufacturing,Mid-Market,AMER,Platform Core,Inbound - Website,Nadia Vanags,2023-12-24,2024-03-02,Closed Lost,55500.0,69,False,Price,Negotiation,False,True
OPP-104281,Quantum Logistics,SMB,AMER,Platform Core,Outbound - SDR,Tomas Haas,2023-12-24,2024-02-16,Closed Won,22000.0,54,False,,,True,True
OPP-101174,Summit Foods,SMB,AMER,Platform Core,Partner Referral,Hana Alvarez,2023-12-24,2024-01-23,Closed Lost,12000.0,30,False,Chose Competitor,Qualification,False,True
OPP-105401,Apex Robotics,SMB,EMEA,Analytics Add-on,Event / Conference,Ines Osei,2023-12-24,2024-02-14,Closed Lost,15000.0,52,False,Chose Competitor,Proposal,False,True
OPP-105885,Pinnacle Systems,Enterprise,EMEA,Platform Core,Outbound - SDR,Kai Duarte,2023-12-24,2024-03-17,Closed Lost,167000.0,84,False,No Decision / Stalled,Qualification,False,True
OPP-105007,Lumen Manufacturing,SMB,EMEA,Platform Core,Customer Expansion,Maya Novak,2023-12-24,2024-01-23,Closed Won,10500.0,30,False,,,True,True
OPP-105114,Keystone Health,SMB,AMER,Platform Core,Customer Expansion,Oscar Chen,2023-12-24,2024-02-10,Closed Won,15000.0,48,False,,,True,True
OPP-101643,Cascade Insurance,SMB,EMEA,Platform Core,Outbound - SDR,Kai Duarte,2023-12-24,2024-02-20,Closed Lost,9500.0,58,False,Missing Features,Prospecting,False,True
OPP-105195,Vertex Health,SMB,EMEA,Analytics Add-on,Partner Referral,Jonas Keller,2023-12-25,2024-01-24,Closed Won,7000.0,30,False,,,True,True
OPP-100861,Atlas Systems,Mid-Market,EMEA,Security Suite,Customer Expansion,Maya Novak,2023-12-25,2024-02-03,Closed Won,41000.0,40,False,,,True,True
OPP-101117,Lumen Health,SMB,EMEA,Analytics Add-on,Event / Conference,Ines Osei,2023-12-25,2024-02-08,Closed Lost,15000.0,45,False,Chose Competitor,Negotiation,False,True
OPP-105618,Orion Insurance,SMB,APAC,Analytics Add-on,Outbound - SDR,Ethan Sharma,2023-12-25,2024-01-24,Closed Won,8000.0,30,False,,,True,True
OPP-101301,Northwind Technologies,SMB,EMEA,Security Suite,Inbound - Website,Ruth Okafor,2023-12-25,2024-01-30,Closed Won,18500.0,36,False,,,True,True
OPP-101175,Vertex Foods,SMB,EMEA,Platform Core,Inbound - Website,Jonas Keller,2023-12-25,2024-01-22,Closed Won,14500.0,28,False,,,True,True
OPP-103876,Vantage Technologies,SMB,EMEA,Platform Core,Outbound - SDR,Ruth Okafor,2023-12-25,2024-01-24,Closed Lost,14500.0,30,False,Chose Competitor,Qualification,False,True
OPP-104899,Falcon Insurance,Mid-Market,AMER,Platform Core,Outbound - SDR,Oscar Chen,2023-12-25,2024-02-21,Closed Lost,27500.0,58,False,No Decision / Stalled,Qualification,False,True
OPP-103623,Vertex Financial,Mid-Market,EMEA,Platform Core,Inbound - Website,Lena Berzins,2023-12-25,2024-04-09,Closed Lost,117000.0,106,False,Chose Competitor,Prospecting,False,True
OPP-100524,Vantage Media,SMB,AMER,API Enterprise,Partner Referral,Liam Petrov,2023-12-25,2024-01-29,Closed Won,17000.0,35,False,,,True,True
OPP-104307,Orion Insurance,SMB,EMEA,Analytics Add-on,Inbound - Website,Lena Berzins,2023-12-26,2024-01-11,Closed Lost,12500.0,16,False,Missing Features,Proposal,False,True
OPP-103739,Keystone Technologies,SMB,EMEA,Platform Core,Inbound - Website,Maya Novak,2023-12-26,2024-02-22,Closed Won,19500.0,58,False,,,True,True
OPP-103912,Sterling Consulting,Mid-Market,AMER,Analytics Add-on,Partner Referral,Liam Petrov,2023-12-26,2024-03-14,Closed Lost,53500.0,79,False,No Decision / Stalled,Proposal,False,True
OPP-101726,Redwood Health,Enterprise,AMER,Platform Core,Partner Referral,Liam Petrov,2023-12-27,2024-09-05,Closed Lost,249000.0,253,False,No Decision / Stalled,Proposal,False,True
OPP-101603,Ironclad Energy,Mid-Market,APAC,Platform Core,Inbound - Website,Ethan Sharma,2023-12-27,2024-03-03,Closed Lost,26500.0,67,False,Price,Proposal,False,True
OPP-104535,Sterling Manufacturing,Mid-Market,EMEA,Analytics Add-on,Inbound - Website,Priya Kimura,2023-12-27,2024-05-14,Closed Lost,101000.0,139,False,No Decision / Stalled,Prospecting,False,True
OPP-101063,Meridian Technologies,Enterprise,EMEA,Security Suite,Outbound - SDR,Kai Duarte,2023-12-27,2024-05-03,Closed Won,95000.0,128,False,,,True,True
OPP-104122,Granite Insurance,SMB,AMER,Platform Core,Partner Referral,Hana Alvarez,2023-12-28,2024-01-29,Closed Won,15000.0,32,False,,,True,True
OPP-104724,Northwind Analytics,Mid-Market,AMER,Platform Core,Inbound - Website,Noah Bianchi,2023-12-28,2024-04-02,Closed Lost,88000.0,96,False,Timing / Budget Cycle,Prospecting,False,True
OPP-103573,Lumen Energy,Mid-Market,AMER,Platform Core,Inbound - Website,Noah Bianchi,2023-12-28,2024-04-08,Closed Lost,77500.0,102,False,Price,Qualification,False,True
OPP-104188,Atlas Consulting,Mid-Market,EMEA,API Enterprise,Event / Conference,Ines Osei,2023-12-28,2024-03-07,Closed Lost,34500.0,70,False,No Decision / Stalled,Qualification,False,True
OPP-104631,Summit Energy,Mid-Market,AMER,Platform Core,Outbound - SDR,Liam Petrov,2023-12-28,2024-01-14,Closed Lost,59500.0,17,False,Chose Competitor,Proposal,False,True
OPP-105129,Northwind Foods,Mid-Market,AMER,Security Suite,Inbound - Website,Liam Petrov,2023-12-28,2024-06-26,Closed Lost,56500.0,181,False,No Decision / Stalled,Proposal,False,True
OPP-103542,Redwood Insurance,Mid-Market,AMER,API Enterprise,Customer Expansion,Tomas Haas,2023-12-28,2024-03-25,Closed Won,55000.0,88,False,,,True,True
OPP-105851,Falcon Health,SMB,EMEA,Platform Core,Inbound - Website,Ruth Okafor,2023-12-29,2024-02-24,Closed Won,11500.0,57,False,,,True,True
OPP-104684,Lumen Insurance,SMB,APAC,Platform Core,Customer Expansion,Ethan Sharma,2023-12-29,2024-02-09,Closed Won,7500.0,42,False,,,True,True
OPP-100389,Ironclad Technologies,SMB,AMER,API Enterprise,Inbound - Website,Zara Ito,2023-12-29,2024-01-29,Closed Lost,13500.0,31,False,No Decision / Stalled,Qualification,False,True
OPP-105465,Granite Technologies,SMB,EMEA,Platform Core,Outbound - SDR,Maya Novak,2023-12-29,2024-02-07,Closed Lost,18500.0,40,False,No Decision / Stalled,Qualification,False,True
OPP-101557,Redwood Manufacturing,Mid-Market,AMER,Analytics Add-on,Customer Expansion,Oscar Chen,2023-12-29,2024-02-05,Closed Won,100500.0,38,False,,,True,True
OPP-103340,Vertex Foods,Mid-Market,EMEA,Platform Core,Partner Referral,Ava Larsen,2023-12-29,2024-05-06,Closed Lost,60000.0,129,False,Chose Competitor,Negotiation,False,True
OPP-101999,Meridian Logistics,SMB,APAC,Analytics Add-on,Outbound - SDR,Marco Silva,2023-12-29,2024-01-22,Closed Lost,9000.0,24,False,Price,Prospecting,False,True
OPP-105262,Redwood Foods,Mid-Market,EMEA,Security Suite,Inbound - Website,Ava Larsen,2023-12-29,2024-02-29,Closed Lost,74000.0,62,False,Price,Prospecting,False,True
OPP-100213,Horizon Logistics,Mid-Market,EMEA,Platform Core,Inbound - Website,Ruth Okafor,2023-12-30,2024-02-29,Closed Won,13000.0,61,False,,,True,True
OPP-103219,Lumen Media,Mid-Market,EMEA,Platform Core,Event / Conference,Priya Kimura,2023-12-30,2024-03-12,Closed Lost,69500.0,73,False,Price,Proposal,False,True
OPP-100745,Cobalt Retail Group,Enterprise,AMER,Security Suite,Partner Referral,Tomas Haas,2023-12-30,2024-07-09,Closed Lost,155500.0,192,False,Price,Qualification,False,True
OPP-102831,Blue Harbor Systems,SMB,AMER,Security Suite,Outbound - SDR,Derek Wolf,2023-12-30,2024-02-04,Closed Lost,8500.0,36,False,Price,Proposal,False,True
OPP-102415,Redwood Logistics,Mid-Market,AMER,Platform Core,Inbound - Website,Nadia Vanags,2023-12-30,2024-02-15,Closed Lost,39000.0,47,False,Price,Negotiation,False,True
OPP-105349,Quantum Energy,SMB,EMEA,API Enterprise,Customer Expansion,Priya Kimura,2023-12-30,2024-01-31,Closed Won,15500.0,32,False,,,True,True
OPP-102111,Atlas Media,Enterprise,EMEA,API Enterprise,Outbound - SDR,Jonas Keller,2023-12-30,2024-06-08,Closed Won,136500.0,161,False,,,True,True
OPP-100634,Orion Financial,Mid-Market,EMEA,Platform Core,Event / Conference,Ava Larsen,2023-12-30,2024-03-01,Closed Lost,23500.0,62,False,Timing / Budget Cycle,Qualification,False,True
OPP-101621,Northwind Systems,SMB,EMEA,Platform Core,Outbound - SDR,Ava Larsen,2023-12-31,2024-01-26,Closed Lost,8500.0,26,False,Price,Prospecting,False,True
OPP-103232,Meridian Consulting,SMB,EMEA,Platform Core,Outbound - SDR,Ines Osei,2023-12-31,2024-02-14,Closed Lost,11500.0,45,False,Chose Competitor,Prospecting,False,True
OPP-105713,Vantage Robotics,Mid-Market,EMEA,Analytics Add-on,Customer Expansion,Lena Berzins,2023-12-31,2024-04-05,Closed Lost,25000.0,96,False,No Decision / Stalled,Prospecting,False,True
OPP-102953,Vantage Retail Group,Mid-Market,EMEA,Analytics Add-on,Inbound - Website,Ruth Okafor,2023-12-31,2024-03-20,Closed Lost,56000.0,80,False,No Decision / Stalled,Prospecting,False,True
OPP-105636,Blue Harbor Analytics,SMB,AMER,Platform Core,Outbound - SDR,Noah Bianchi,2023-12-31,2024-02-06,Closed Won,7500.0,37,False,,,True,True
OPP-101244,Cobalt Manufacturing,SMB,AMER,Security Suite,Inbound - Website,Nadia Vanags,2024-01-01,2024-02-28,Closed Lost,18500.0,58,False,Chose Competitor,Prospecting,False,True
OPP-105933,Redwood Technologies,Mid-Market,EMEA,Platform Core,Inbound - Website,Kai Duarte,2024-01-01,2024-03-30,Closed Lost,13000.0,89,False,Price,Qualification,False,True
OPP-104074,Granite Technologies,Mid-Market,AMER,API Enterprise,Outbound - SDR,Sofia Moreau,2024-01-01,2024-04-26,Closed Lost,45000.0,116,False,Price,Prospecting,False,True
OPP-101229,Apex Foods,SMB,EMEA,API Enterprise,Partner Referral,Maya Novak,2024-01-01,2024-02-02,Closed Won,18000.0,32,False,,,True,True
OPP-105328,Vertex Technologies,Mid-Market,EMEA,Analytics Add-on,Outbound - SDR,Ines Osei,2024-01-01,2024-03-14,Closed Lost,33000.0,73,False,Chose Competitor,Prospecting,False,True
OPP-105546,Falcon Analytics,SMB,EMEA,Platform Core,Inbound - Website,Ruth Okafor,2024-01-01,2024-01-31,Closed Won,6500.0,30,False,,,True,True
OPP-103105,Northwind Energy,Mid-Market,AMER,Platform Core,Outbound - SDR,Hana Alvarez,2024-01-02,2024-03-25,Closed Lost,57500.0,83,False,Missing Features,Proposal,False,True
OPP-100298,Vertex Energy,SMB,EMEA,Platform Core,Customer Expansion,Ava Larsen,2024-01-03,2024-01-27,Closed Lost,7500.0,24,False,Price,Prospecting,False,True
OPP-104171,Quantum Media,Mid-Market,EMEA,Analytics Add-on,Inbound - Website,Ines Osei,2024-01-03,2024-04-06,Closed Lost,59500.0,94,False,Timing / Budget Cycle,Prospecting,False,True
OPP-101371,Keystone Manufacturing,Mid-Market,AMER,Platform Core,Outbound - SDR,Nadia Vanags,2024-01-03,2024-03-29,Closed Won,23500.0,86,False,,,True,True
OPP-105404,Orion Energy,Mid-Market,AMER,API Enterprise,Outbound - SDR,Derek Wolf,2024-01-03,2024-02-08,Closed Lost,48500.0,36,False,Timing / Budget Cycle,Prospecting,False,True
OPP-101357,Vertex Technologies,Enterprise,EMEA,Analytics Add-on,Inbound - Website,Priya Kimura,2024-01-04,2024-03-30,Closed Lost,141000.0,86,False,Price,Proposal,False,True
OPP-105601,Keystone Technologies,SMB,APAC,Platform Core,Outbound - SDR,Marco Silva,2024-01-04,2024-02-05,Closed Won,6500.0,32,False,,,True,True
OPP-101618,Cobalt Health,Enterprise,EMEA,Platform Core,Inbound - Website,Kai Duarte,2024-01-04,2024-04-16,Closed Won,79500.0,103,False,,,True,True
OPP-101252,Keystone Foods,SMB,AMER,Analytics Add-on,Partner Referral,Sofia Moreau,2024-01-05,2024-02-28,Closed Lost,8000.0,54,False,Price,Proposal,False,True
OPP-102171,Nimbus Systems,Mid-Market,EMEA,Security Suite,Partner Referral,Ruth Okafor,2024-01-05,2024-04-11,Closed Won,49500.0,97,False,,,True,True
OPP-105313,Keystone Systems,Mid-Market,AMER,Analytics Add-on,Partner Referral,Oscar Chen,2024-01-05,2024-07-04,Closed Won,75000.0,181,False,,,True,True
OPP-101136,Lumen Media,SMB,APAC,Platform Core,Inbound - Website,Marco Silva,2024-01-05,2024-02-02,Closed Lost,11000.0,28,False,Missing Features,Negotiation,False,True
OPP-101224,Cascade Retail Group,SMB,EMEA,API Enterprise,Outbound - SDR,Ruth Okafor,2024-01-05,2024-02-15,Closed Lost,16000.0,41,False,Price,Prospecting,False,True
OPP-101448,Falcon Analytics,Mid-Market,APAC,Platform Core,Outbound - SDR,Ethan Sharma,2024-01-05,2024-02-17,Closed Lost,40000.0,43,False,Chose Competitor,Negotiation,False,True
OPP-100813,Summit Financial,SMB,AMER,Platform Core,Partner Referral,Tomas Haas,2024-01-06,2024-01-26,Closed Lost,12000.0,20,False,Price,Prospecting,False,True
OPP-104624,Solstice Health,Mid-Market,EMEA,Analytics Add-on,Partner Referral,Lena Berzins,2024-01-06,2024-05-20,Closed Won,25500.0,135,False,,,True,True
OPP-103730,Horizon Retail Group,SMB,EMEA,Analytics Add-on,Customer Expansion,Ava Larsen,2024-01-06,2024-02-13,Closed Lost,10500.0,38,False,Price,Prospecting,False,True
OPP-101233,Apex Robotics,SMB,EMEA,API Enterprise,Partner Referral,Felix Lindqvist,2024-01-06,2024-02-06,Closed Lost,12500.0,31,False,No Decision / Stalled,Prospecting,False,True
OPP-102841,Pinnacle Health,SMB,EMEA,Security Suite,Outbound - SDR,Jonas Keller,2024-01-06,2024-02-22,Closed Lost,9000.0,47,False,Chose Competitor,Prospecting,False,True
OPP-101759,Quantum Insurance,SMB,EMEA,Analytics Add-on,Inbound - Website,Maya Novak,2024-01-07,2024-01-27,Closed Won,14000.0,20,False,,,True,True
OPP-103837,Apex Systems,Mid-Market,EMEA,Platform Core,Outbound - SDR,Ines Osei,2024-01-07,2024-03-27,Closed Lost,34500.0,80,False,Price,Prospecting,False,True
OPP-102442,Apex Retail Group,SMB,EMEA,Platform Core,Outbound - SDR,Ruth Okafor,2024-01-07,2024-02-15,Closed Won,19000.0,39,False,,,True,True
OPP-100108,Quantum Systems,Mid-Market,EMEA,Security Suite,Customer Expansion,Ruth Okafor,2024-01-07,2024-04-30,Closed Won,22000.0,114,False,,,True,True
OPP-101476,Apex Systems,SMB,EMEA,Platform Core,Customer Expansion,Priya Kimura,2024-01-07,2024-02-03,Closed Won,9500.0,27,False,,,True,True
OPP-102539,Quantum Analytics,Mid-Market,EMEA,Platform Core,Inbound - Website,Ines Osei,2024-01-07,2024-02-28,Closed Lost,57500.0,52,False,Price,Proposal,False,True
OPP-103181,Meridian Manufacturing,Mid-Market,APAC,Analytics Add-on,Partner Referral,Ethan Sharma,2024-01-07,2024-05-04,Closed Lost,45500.0,118,False,Price,Prospecting,False,True
OPP-102065,Meridian Systems,SMB,AMER,Analytics Add-on,Partner Referral,Hana Alvarez,2024-01-07,2024-01-31,Closed Won,10000.0,24,False,,,True,True
OPP-103041,Solstice Consulting,SMB,APAC,Platform Core,Inbound - Website,Ethan Sharma,2024-01-08,2024-02-05,Closed Lost,9000.0,28,False,Timing / Budget Cycle,Qualification,False,True
OPP-100580,Cascade Systems,SMB,AMER,Security Suite,Outbound - SDR,Sofia Moreau,2024-01-08,2024-02-03,Closed Lost,9500.0,26,False,No Decision / Stalled,Negotiation,False,True
OPP-104282,Cascade Retail Group,Enterprise,EMEA,Analytics Add-on,Partner Referral,Maya Novak,2024-01-09,2024-03-28,Closed Lost,78500.0,79,False,Price,Prospecting,False,True
OPP-104024,Lumen Systems,SMB,AMER,Analytics Add-on,Inbound - Website,Tomas Haas,2024-01-09,2024-02-28,Closed Won,6500.0,50,False,,,True,True
OPP-102794,Meridian Media,SMB,AMER,Security Suite,Event / Conference,Noah Bianchi,2024-01-09,2024-02-20,Closed Lost,10500.0,42,False,No Decision / Stalled,Qualification,False,True
OPP-100791,Falcon Analytics,SMB,EMEA,Analytics Add-on,Inbound - Website,Priya Kimura,2024-01-10,2024-01-24,Closed Lost,10000.0,14,False,Chose Competitor,Prospecting,False,True
OPP-105857,Cascade Analytics,Mid-Market,EMEA,Security Suite,Inbound - Website,Priya Kimura,2024-01-10,2024-05-15,Closed Lost,72000.0,126,False,Timing / Budget Cycle,Prospecting,False,True
OPP-104199,Blue Harbor Logistics,Enterprise,APAC,Platform Core,Inbound - Website,Marco Silva,2024-01-11,2024-07-03,Closed Won,111000.0,174,False,,,True,True
OPP-105024,Horizon Health,SMB,EMEA,Platform Core,Partner Referral,Ava Larsen,2024-01-12,2024-02-04,Closed Lost,15000.0,23,False,Timing / Budget Cycle,Proposal,False,True
OPP-102105,Nimbus Logistics,Mid-Market,AMER,Platform Core,Inbound - Website,Noah Bianchi,2024-01-12,2024-07-17,Closed Lost,58000.0,187,False,Missing Features,Prospecting,False,True
OPP-101005,Atlas Financial,SMB,EMEA,Platform Core,Customer Expansion,Ava Larsen,2024-01-12,2024-02-20,Closed Lost,16000.0,39,False,Price,Qualification,False,True
OPP-104935,Lumen Energy,SMB,EMEA,Platform Core,Partner Referral,Jonas Keller,2024-01-12,2024-03-08,Closed Lost,12500.0,56,False,No Decision / Stalled,Prospecting,False,True
OPP-100379,Pacific Technologies,SMB,APAC,Security Suite,Outbound - SDR,Ethan Sharma,2024-01-12,2024-02-16,Closed Lost,10000.0,35,False,Missing Features,Qualification,False,True
OPP-102625,Cobalt Retail Group,SMB,AMER,Platform Core,Inbound - Website,Nadia Vanags,2024-01-12,2024-03-07,Closed Lost,11000.0,55,False,Price,Prospecting,False,True
OPP-100911,Pinnacle Health,SMB,AMER,Platform Core,Outbound - SDR,Nadia Vanags,2024-01-12,2024-02-21,Closed Lost,6500.0,40,False,Price,Prospecting,False,True
